Image_name,RegionNo.,Stat,Aperture(um),Area(um^2),Long_axis_length(um),Aperture/Long_axis_length(arbitrary),Centroid(X)(px),Centroid(Y)(px),Eccentricity(arbitrary),Solidity(arbitrary)
20170419_2_03,5,open,10.400513905505322,247.034143519,98.71969979508921,0.30341948071184627,94.6329917033,97.9097120547,0.9528570820036726,0.909454061252
20170419_2_03,6,open,10.259179358505666,219.425154321,87.63283910531298,0.33716169479558694,96.4510989011,100.504945055,0.941446754502116,0.900098911968
20170419_2_03,7,open,13.050820698056514,241.729359568,87.60813904688494,0.42902821609174685,63.9591022444,69.016957606,0.9032910880757838,0.836462244472
20170419_2_03,8,open,11.985861315816129,241.488233025,101.49147262264371,0.3401200090760026,88.4518222666,85.8931602596,0.9403820390810003,0.810602994739
20170419_2_03,9,open,12.062245252968502,249.324845679,88.65701707872468,0.3918388805896988,67.6581237911,95.0174081238,0.9200338535392117,0.897180043384
20170419_2_04,1,open,12.852710573417303,278.621720679,85.9747133142493,0.43054294715870717,101.980095197,92.2358286456,0.902570091822178,0.937905844156
20170419_2_04,2,open,13.698172277449265,260.416666667,96.13565436028215,0.4103652949737731,114.087037037,76.987962963,0.911921227234616,0.813865862849
20170419_2_04,3,open,8.676004468787967,178.313078704,80.06972955233917,0.3120641596994051,98.7126436782,78.6375929682,0.95006102974025,0.911275415896
20170419_2_04,4,open,9.673905995711081,203.028549383,84.32491888887918,0.3303987674670888,100.472684086,87.7131828979,0.9438414350176775,0.938161559889
20170419_2_04,5,open,11.049746692110352,221.113040123,84.24168611350541,0.3777615565576386,95.0627044711,89.3631406761,0.9259029141260708,0.909722222222
20170419_2_04,6,open,11.667229569144151,159.26408179,60.95651800064689,0.5512391826380005,114.005299016,83.1824375473,0.834347267943384,0.876575978766
20170419_2_04,7,open,12.968683524278674,243.658371914,83.59019529587708,0.44682044847148217,103.003463632,90.5512122712,0.8946236565325911,0.828958162428
20170419_2_04,8,open,11.39980505892034,196.518132716,76.66138245677872,0.42826567324429304,117.533742331,109.144785276,0.903652872025875,0.882990249187
20170419_2_05,1,open,10.495458971982275,213.758680556,93.06029138906715,0.32481009234041636,119.280879865,93.2994923858,0.9457792574981808,0.854046242775
20170419_2_05,2,open,11.344273142319219,221.836419753,88.99409751414608,0.36711992775347874,111.4625,120.9125,0.9301736174748672,0.859010270775
20170419_2_05,3,open,9.317637826736236,203.269675926,81.9818761123615,0.3273259678056345,96.6257413998,113.855278766,0.9449114830501875,0.957954545455
20170419_2_05,4,open,7.549290277796581,164.086612654,80.4993963899953,0.27008843513212116,90.1565025716,105.642909625,0.9628355192907467,0.968683274021
20170419_2_05,5,open,12.308315844382706,217.375578704,86.12924118044717,0.41156695619268374,98.5097060455,104.13255685,0.911379526086849,0.823287671233
20170419_2_05,6,open,14.11857001586136,247.275270062,78.66848502202461,0.5168712939406018,126.37883959,82.7703559239,0.8560631200444089,0.875747224594
20170419_2_05,7,open,9.97639838264089,204.957561728,88.40979910915219,0.32498690904763544,103.285294118,91.0347058824,0.9457185146478121,0.896151818661
20170419_2_05,8,open,9.712369645407334,197.241512346,75.13087135587755,0.37230533965562584,72.8789731051,97.6265281174,0.9281103027463433,0.973230220107
20170419_2_06,1,open,6.348180834302328,137.321566358,80.32409091229331,0.22761242106996063,111.201931519,88.4143985953,0.9737518091252364,0.947587354409
20170419_2_06,2,open,6.177329415515574,138.768325617,82.79581195748989,0.21487450024427798,95.6941789748,88.167680278,0.9766416687530651,0.96237458194
20170419_2_06,4,open,4.433852847923561,83.0680941358,69.30506032030617,0.18425056039203003,106.149492017,75.9114658926,0.9828793064233384,0.946428571429
20170419_2_06,5,open,10.226953797967806,117.428626543,54.063896159942125,0.5447929030311087,91.4938398357,55.3213552361,0.8385706248175743,0.815062761506
20170419_2_06,7,closed,0,0
20170419_2_07,1,closed,0,0
20170419_2_07,2,open,6.984656615430816,142.385223765,76.08734022276091,0.2643778977363078,86.816257409,88.6511430991,0.9644191657098745,0.945556445156
20170419_2_07,3,open,7.115471311636116,148.533950617,78.36054305311357,0.26151627565447,100.691558442,67.5909090909,0.9651990662903769,0.9625
20170419_2_07,4,open,6.091593228313223,129.726080247,78.53341479355778,0.22339266086492937,108.207249071,78.2323420074,0.9747285360918119,0.952212389381
20170419_2_07,5,open,8.433238472899522,189.043209877,83.17602672998537,0.2920039313827283,79.3558673469,120.363520408,0.9564171182371376,0.955514929921
20170419_2_07,6,popen,2.6462379364176503,48.1047453704,67.1622478277974,0.1134739456074094,113.471177945,79.9172932331,0.9935409723148244,0.915137614679
20170419_2_07,7,open,5.024730206456347,105.492862654,77.32100191858473,0.1871577273381917,109.045714286,95.4628571429,0.9823298759060538,0.959429824561
20170419_2_07,8,popen,5.03370833692849,119.237075617,90.20508432349479,0.16071244896090794,89.4216380182,91.456016178,0.9870012708953254,0.947318007663
20170419_3_01,1,open,5.505505738632869,103.925540123,69.44801937413811,0.2283125806920745,112.512761021,89.156612529,0.9735878827808637,0.962053571429
20170419_3_01,2,open,7.3937954833329025,159.384645062,79.92604483496856,0.2664229292962878,93.6490166415,104.754160363,0.9638562251421035,0.953136265321
20170419_3_01,3,open,5.193082637294302,87.0466820988,63.11000069517028,0.2369842787302038,75.0263157895,80.7174515235,0.9715134850503749,0.953764861295
20170419_3_01,4,open,5.643641258177449,124.903549383,81.85557217618249,0.1985654292241376,86.3301158301,102.174710425,0.9800876339986307,0.945255474453
20170419_3_01,5,open,6.2585146473721665,150.342399691,88.45516014221981,0.20377016055876995,113.629510826,117.481956696,0.9790187545015944,0.957022256332
20170419_3_01,6,open,5.789687337256212,109.471450617,69.46745851536485,0.24003036655803175,96.0220264317,79.781938326,0.9707653800635955,0.960846560847
20170419_3_01,7,closed,0,0
20170419_3_01,8,open,6.564072575308757,149.980709877,84.27271327367308,0.22432562430376884,92.1889067524,92.8440514469,0.9745142452938923,0.95618754804
20170419_3_01,9,open,6.389747855329173,148.654513889,86.48676754600487,0.21277791210729663,91.6942416869,94.5815085158,0.9771005885369528,0.957298136646
20170419_3_01,10,open,5.797935285351134,132.740162037,84.16953649901802,0.1983859519293667,89.863760218,99.9963669391,0.9801239789317875,0.964098073555
20170419_3_02,1,open,7.209930542701573,157.937885802,80.8431146967172,0.25685056842353104,110.165648855,117.269465649,0.9664511293906739,0.961820851689
20170419_3_02,2,open,4.601881025360568,104.528356481,85.12281664740726,0.1556975893776668,110.964244521,80.0818915802,0.9878047684952647,0.913593256059
20170419_3_02,3,open,7.73818666614582,189.766589506,90.4840775372351,0.24629722935871298,106.704574333,93.9027954257,0.9691943431583893,0.969808995687
20170419_3_02,4,open,7.658280673747297,187.355324074,90.47572929090232,0.24377640847168072,56.7226512227,104.866795367,0.9698314609624954,0.956896551724
20170419_3_02,5,popen,5.744077381118803,126.22974537,82.14876112076988,0.20137787389516162,99.6427889207,69.2196752627,0.979513630280592,0.905709342561
20170419_3_02,6,open,7.549244055572642,170.838155864,83.79113475507006,0.2594764105248455,101.26534933,89.8729710656,0.9657494459647087,0.963290278722
20170419_3_02,7,open,7.499247549452965,178.07195216,88.38779961446728,0.24435310118173156,123.744075829,105.947190251,0.9696863214168129,0.929515418502
20170419_3_02,8,popen,4.898518354948572,117.1875,88.22041540067335,0.15991460477915875,82.4639917695,86.8209876543,0.9871308521053962,0.95763546798
20170419_3_02,10,open,7.227803633372133,150.824652778,78.44245431177939,0.2653674549928747,79.0191846523,110.785771383,0.9641473506838074,0.94700984103
20170419_3_03,1,popen,5.717178323978063,137.683256173,88.6598464906436,0.18571511484394962,169.23380035,124.53502627,0.9826036312361657,0.946147473074
20170419_3_03,2,open,5.874479932769007,122.612847222,85.35112836500778,0.1982223613262854,101.000983284,81.3992133727,0.9801570769372793,0.824817518248
20170419_3_03,3,open,4.5989383435243525,104.769483025,83.88682967386819,0.15789060667620033,104.943613349,111.163406214,0.9874566098434003,0.932403433476
20170419_3_03,4,open,5.9400447336835835,143.831983025,90.80903560270393,0.18838795852710644,110.787091366,99.7611064543,0.9820946884501459,0.911382734912
20170419_3_03,5,open,4.785349016671877,107.180748457,82.59919392458912,0.16685156976952378,114.193475816,130.951631046,0.9859820250214736,0.943736730361
20170419_3_03,6,popen,3.719376073498781,78.6072530864,78.22968878993206,0.13692759433621918,129.159509202,120.219325153,0.9905810587272986,0.922206506365
20170419_3_04,4,open,12.448676846324727,204.234182099,81.3787033099341,0.4405598499262232,117.909681228,81.1440377804,0.8977232416691592,0.823129251701
20170419_3_04,5,open,10.905752230509952,253.544560185,87.0358313767285,0.3608693790482553,96.2767475036,83.2933903947,0.932616368752622,0.963353183692
20170419_3_04,8,open,8.471272223168258,180.724344136,84.92023056737763,0.28729625249153373,95.0246831221,90.7118078719,0.9578417736266888,0.920761670762
20170419_3_04,9,closed,0,0
20170419_3_04,10,open,7.6951680209712485,165.895061728,83.88522615127658,0.2641953168300534,91.4069767442,85.3139534884,0.9644691983495729,0.931618144888
20170419_3_04,11,open,10.333049026169773,204.35474537,83.55141776908043,0.3561780516713364,102.145722714,82.0259587021,0.934418105297415,0.889763779528
20170419_3_04,12,open,11.836023631208272,240.885416667,80.21779786804007,0.4249399629986711,92.6516516517,67.0960960961,0.9052215352313974,0.930600838379
20170419_3_05,1,open,8.370277293671439,201.943479938,93.14220988125435,0.25881282649946397,87.2841791045,82.6429850746,0.9659274925372806,0.942069741282
20170419_3_05,2,open,13.48921244965736,218.098958333,79.88986076224946,0.48628113110156496,93.1171918187,88.0613598673,0.8738024156149847,0.811574697174
20170419_3_05,3,open,12.179877458140822,225.573881173,88.41854718784874,0.3967272500521961,89.1982896847,103.80545163,0.917936538692094,0.830448291167
20170419_3_05,6,open,9.38787185874074,228.105709877,89.81671195260948,0.30102494697689514,93.2647991543,85.3816067653,0.9536162652228398,0.969262295082
20170419_3_05,7,open,12.968357650678193,198.567708333,77.40770184758021,0.48249552877173724,96.5081967213,101.162720097,0.8758984328763705,0.815346534653
20170419_3_06,2,open,3.1003066804694965,31.2258873457,44.43468466663236,0.20094399919208109,122.16988417,106.308880309,0.9796027302885048,0.811912225705
20170419_3_06,4,open,9.739132876850048,187.717013889,73.64357828321897,0.3808709915949256,87.9987154785,73.572896596,0.9246281889286624,0.949969493594
20170419_3_06,7,open,12.296328943422758,227.985146605,84.15407333165665,0.4208165565259204,87.418826018,87.5642517187,0.9071457577223556,0.860719162494
20170419_3_07,2,open,13.459320923522874,217.255015432,76.62952099705689,0.5058474039167574,100.179245283,97.5504994451,0.8626229790300494,0.846009389671
20170419_3_07,6,open,11.75217787744315,231.963734568,77.97256731710567,0.4340792339103993,95.1798336798,98.1081081081,0.9008746964410538,0.934434191355
20170419_3_07,7,open,11.873316867811733,184.82349537,81.72409615505907,0.41842191211778806,93.8303979126,95.7599478147,0.9082527750905548,0.800104384134
20170419_3_08,1,open,6.815448128780623,169.511959877,93.30108214123631,0.21037795232830406,109.501422475,85.5953058321,0.977620129280361,0.951285520974
20170419_3_08,2,open,9.508139836518183,221.59529321,93.75890533333725,0.2920623127138389,113.972252448,85.2758433079,0.9563992918714671,0.933943089431
20170419_3_08,3,open,8.08751165126376,212.914737654,101.69585392740193,0.22903621589398537,87.8969422424,111.655719139,0.9734179019357327,0.948952176249
20170419_3_08,4,open,7.629774108305795,190.610532407,92.35865569451975,0.23791759707503554,108.1657179,85.504743833,0.9712853427299524,0.965791081246
20170419_3_08,5,open,6.28012163580086,168.909143519,99.22275650074931,0.18228429595150272,88.8201284797,96.8094218415,0.9832458672425046,0.949830508475
20170419_3_08,6,open,5.386667742744821,124.421296296,85.30549745790744,0.1818593591434129,90.226744186,98.4050387597,0.9833245514538662,0.946788990826
20170419_3_08,7,closed,0,0
3,1,popen,2.877863271266412,52.2038966049,67.18300894330827,0.12336819013630698,117.750577367,90.6189376443,0.9923609674218812,0.905857740586
3,2,popen,2.6405956786021236,46.8991126543,66.17264377397429,0.11492536976987355,92.8277634961,90.1053984576,0.9933741286057625,0.890160183066
3,4,popen,2.6659236197413017,43.7644675926,60.792725734939005,0.1262957028498938,101.953168044,90.4848484848,0.9919926388041654,0.91435768262
3,5,popen,3.0346807103545244,55.0974151235,67.30215695757637,0.12986033198505326,109.649890591,88.5973741794,0.9915322960835576,0.910358565737
3,6,popen,3.1043272543810825,57.5086805556,68.74226500902607,0.13005772346086655,81.8637316562,79.1844863732,0.991506423866319,0.924418604651
3,7,popen,2.7056840462531313,47.8636188272,65.91997869790698,0.11820953536589102,116.924433249,78.7884130982,0.9929886735248193,0.914746543779
3,8,popen,3.355519687377444,59.799382716,65.67213696876088,0.14715368108462787,99.9133064516,89.1875,0.9891136406618016,0.930581613508
3,9,popen,3.050607136468205,49.6720679012,60.33199138070616,0.14562338076309653,86.3203883495,92.6868932039,0.989340098740128,0.911504424779
3,10,popen,2.2823039262180917,36.4101080247,58.93015593414003,0.1115394182030349,78.2350993377,83.1456953642,0.9937600103580987,0.872832369942
3,11,popen,2.612475227615978,38.8213734568,56.366704681957245,0.13348179032261923,100.251552795,88.2236024845,0.9910512659051843,0.904494382022
4,1,closed,0,0
4,2,closed,0,0
4,3,closed,0,0
4,4,closed,0,0
4,5,closed,0,0
4,6,closed,0,0
4,7,closed,0,0
4,8,closed,0,0
4,9,closed,0,0
